Date,DateValue,Price,Open,High,Low
03-05-16,42493,1.1497,1.1533,1.1616,1.1495
04-05-16,42494,1.1487,1.1496,1.153,1.1467
05-05-16,42495,1.1405,1.1486,1.1496,1.1385
06-05-16,42496,1.1405,1.1408,1.1479,1.1387
09-05-16,42499,1.1383,1.1401,1.1422,1.1375
10-05-16,42500,1.1372,1.1385,1.1413,1.1361
11-05-16,42501,1.1427,1.1373,1.1448,1.1368
12-05-16,42502,1.1377,1.1426,1.1434,1.1368
13-05-16,42503,1.1308,1.1378,1.1383,1.1284
16-05-16,42506,1.132,1.1311,1.1345,1.1302
17-05-16,42507,1.1314,1.1321,1.135,1.1303
18-05-16,42508,1.1217,1.1313,1.1327,1.1212
19-05-16,42509,1.1203,1.1216,1.123,1.1179
20-05-16,42510,1.1224,1.1204,1.1239,1.1194
23-05-16,42513,1.1219,1.1218,1.1246,1.1187
24-05-16,42514,1.1141,1.1219,1.1228,1.113
25-05-16,42515,1.1155,1.1141,1.1169,1.1128
26-05-16,42516,1.1194,1.1154,1.1218,1.1144
27-05-16,42517,1.1115,1.1193,1.1201,1.1107
30-05-16,42520,1.1146,1.1117,1.1148,1.1099
31-05-16,42521,1.1132,1.1138,1.1176,1.1123
01-06-16,42522,1.1188,1.1133,1.1198,1.1114
02-06-16,42523,1.1151,1.1189,1.1221,1.1142
03-06-16,42524,1.1367,1.1152,1.1377,1.1136
06-06-16,42527,1.1355,1.1353,1.1396,1.1328
07-06-16,42528,1.1358,1.1355,1.1382,1.1338
08-06-16,42529,1.1394,1.1358,1.1412,1.1349
09-06-16,42530,1.1316,1.1399,1.1417,1.1305
10-06-16,42531,1.1251,1.1317,1.1329,1.1245
13-06-16,42534,1.1292,1.1253,1.1304,1.1233
14-06-16,42535,1.1208,1.1293,1.1304,1.1188
15-06-16,42536,1.1259,1.1205,1.1299,1.119
16-06-16,42537,1.1226,1.126,1.1298,1.1132
17-06-16,42538,1.1277,1.1226,1.1299,1.1221
20-06-16,42541,1.1314,1.1285,1.1386,1.1284
21-06-16,42542,1.1242,1.1312,1.1351,1.1241
22-06-16,42543,1.1297,1.1242,1.1339,1.1236
23-06-16,42544,1.1388,1.1298,1.1424,1.1297
24-06-16,42545,1.1117,1.1392,1.1434,1.0911
27-06-16,42548,1.1026,1.1072,1.1087,1.0972
28-06-16,42549,1.1066,1.1025,1.1112,1.1007
29-06-16,42550,1.1125,1.1065,1.1131,1.1048
30-06-16,42551,1.1105,1.1124,1.1157,1.1023
01-07-16,42552,1.1136,1.1104,1.1169,1.107
04-07-16,42555,1.1156,1.1142,1.1166,1.1097
05-07-16,42556,1.1076,1.1154,1.1184,1.1059
06-07-16,42557,1.1099,1.1075,1.1112,1.103
07-07-16,42558,1.1063,1.1101,1.1113,1.1053
08-07-16,42559,1.1055,1.1062,1.1115,1.1001
11-07-16,42562,1.1058,1.1052,1.1076,1.1016
12-07-16,42563,1.1059,1.1058,1.1127,1.1051
13-07-16,42564,1.109,1.1061,1.1121,1.1043
14-07-16,42565,1.112,1.1089,1.1166,1.1085
15-07-16,42566,1.1036,1.1118,1.115,1.1023
18-07-16,42569,1.1074,1.1043,1.1086,1.1038
19-07-16,42570,1.1022,1.1073,1.1086,1.0999
20-07-16,42571,1.1015,1.102,1.1032,1.0981
21-07-16,42572,1.1025,1.1013,1.106,1.0981
22-07-16,42573,1.0976,1.103,1.1042,1.0954
25-07-16,42576,1.0994,1.0972,1.1002,1.0954
26-07-16,42577,1.0987,1.0997,1.1031,1.0978
27-07-16,42578,1.1058,1.0985,1.1067,1.0962
28-07-16,42579,1.1076,1.1058,1.1119,1.1049
29-07-16,42580,1.1174,1.1079,1.12,1.1071
01-08-16,42583,1.1162,1.1177,1.1186,1.1157
02-08-16,42584,1.1227,1.1162,1.1236,1.1156
03-08-16,42585,1.1149,1.1224,1.1233,1.1139
04-08-16,42586,1.113,1.1149,1.1158,1.1114
05-08-16,42587,1.1085,1.1127,1.1162,1.1043
08-08-16,42590,1.1093,1.1087,1.1107,1.1073
09-08-16,42591,1.1119,1.109,1.1124,1.107
10-08-16,42592,1.1177,1.1118,1.1193,1.1102
11-08-16,42593,1.1137,1.1175,1.1194,1.1133
12-08-16,42594,1.1161,1.1139,1.1224,1.113
15-08-16,42597,1.1184,1.1162,1.1203,1.1153
16-08-16,42598,1.1278,1.1182,1.1324,1.1175
17-08-16,42599,1.1288,1.1279,1.1318,1.1241
18-08-16,42600,1.1354,1.1293,1.1367,1.1283
19-08-16,42601,1.1326,1.1351,1.1363,1.1303
22-08-16,42604,1.1319,1.1305,1.1334,1.1273
23-08-16,42605,1.1306,1.1321,1.1357,1.1302
24-08-16,42606,1.1263,1.1305,1.1316,1.1244
25-08-16,42607,1.1283,1.1266,1.1301,1.1258
26-08-16,42608,1.1198,1.1284,1.1343,1.118
29-08-16,42611,1.1189,1.1192,1.1208,1.1157
30-08-16,42612,1.1143,1.1189,1.1198,1.113
31-08-16,42613,1.1158,1.1143,1.1167,1.1123
01-09-16,42614,1.1198,1.1157,1.1207,1.1128
02-09-16,42615,1.1156,1.1197,1.1254,1.1151
05-09-16,42618,1.1147,1.1153,1.1185,1.114
06-09-16,42619,1.1256,1.1147,1.1266,1.114
07-09-16,42620,1.1239,1.1255,1.1271,1.1228
08-09-16,42621,1.1261,1.124,1.1329,1.1234
09-09-16,42622,1.1233,1.1262,1.1288,1.12
12-09-16,42625,1.1234,1.1232,1.1269,1.1211
13-09-16,42626,1.122,1.1236,1.1262,1.1203
14-09-16,42627,1.125,1.1216,1.1274,1.1208
15-09-16,42628,1.1244,1.1249,1.1286,1.122
16-09-16,42629,1.1155,1.1244,1.1256,1.1147
19-09-16,42632,1.1174,1.1161,1.1198,1.1147
20-09-16,42633,1.1155,1.1179,1.1216,1.1146
21-09-16,42634,1.1189,1.1152,1.12,1.1123
22-09-16,42635,1.1207,1.1193,1.1258,1.1181
23-09-16,42636,1.1226,1.1209,1.1244,1.1195
26-09-16,42639,1.1254,1.1221,1.1279,1.122
27-09-16,42640,1.1215,1.1253,1.1262,1.119
28-09-16,42641,1.1216,1.1214,1.1238,1.1181
29-09-16,42642,1.1223,1.1217,1.1251,1.1197
30-09-16,42643,1.1241,1.1225,1.1253,1.1153
03-10-16,42646,1.1211,1.1235,1.1245,1.1205
04-10-16,42647,1.1204,1.1211,1.124,1.1138
05-10-16,42648,1.1205,1.1205,1.1238,1.1191
06-10-16,42649,1.1151,1.1205,1.1214,1.1139
07-10-16,42650,1.1201,1.1151,1.1207,1.1103
10-10-16,42653,1.1138,1.1196,1.1202,1.1128
11-10-16,42654,1.1054,1.1136,1.1144,1.1047
12-10-16,42655,1.1008,1.1053,1.1072,1.1003
13-10-16,42656,1.1057,1.1004,1.1058,1.0982
14-10-16,42657,1.0971,1.1056,1.1062,1.0968
17-10-16,42660,1.0999,1.0975,1.1011,1.0964
18-10-16,42661,1.098,1.1,1.1029,1.097
19-10-16,42662,1.0974,1.098,1.1005,1.0955
20-10-16,42663,1.093,1.0974,1.1041,1.0916
21-10-16,42664,1.0884,1.0929,1.0933,1.0859
24-10-16,42667,1.0883,1.0879,1.0903,1.0861
25-10-16,42668,1.0888,1.0882,1.0906,1.085
26-10-16,42669,1.0909,1.0889,1.0947,1.0872
27-10-16,42670,1.0897,1.0909,1.0945,1.0884
28-10-16,42671,1.0987,1.0899,1.0995,1.0893
31-10-16,42674,1.0981,1.0986,1.0994,1.0936
01-11-16,42675,1.1056,1.0981,1.1072,1.0958
02-11-16,42676,1.1097,1.1056,1.1125,1.1051
03-11-16,42677,1.1105,1.1099,1.1128,1.1059
04-11-16,42678,1.1138,1.1105,1.1146,1.108
07-11-16,42681,1.104,1.1137,1.1139,1.1029
08-11-16,42682,1.1026,1.1042,1.107,1.1008
09-11-16,42683,1.091,1.1023,1.13,1.0902
10-11-16,42684,1.0893,1.0911,1.0958,1.0866
11-11-16,42685,1.0856,1.0897,1.0929,1.0833
14-11-16,42688,1.0737,1.085,1.0852,1.0709
15-11-16,42689,1.0721,1.0736,1.0817,1.0712
16-11-16,42690,1.069,1.0724,1.0763,1.0668
17-11-16,42691,1.0626,1.069,1.0746,1.0617
18-11-16,42692,1.0588,1.0625,1.0645,1.057
21-11-16,42695,1.063,1.0583,1.0652,1.0578
22-11-16,42696,1.0626,1.0627,1.066,1.0583
23-11-16,42697,1.0559,1.063,1.0647,1.0527
24-11-16,42698,1.0554,1.0554,1.0587,1.0517
25-11-16,42699,1.0587,1.0551,1.0631,1.0538
28-11-16,42702,1.0615,1.0595,1.0686,1.0562
29-11-16,42703,1.065,1.0615,1.0657,1.0565
30-11-16,42704,1.0588,1.0649,1.0669,1.0554
01-12-16,42705,1.0662,1.059,1.067,1.0584
02-12-16,42706,1.0673,1.0662,1.0692,1.0626
05-12-16,42709,1.0764,1.0674,1.0798,1.0505
06-12-16,42710,1.0719,1.0764,1.0787,1.0698
07-12-16,42711,1.0753,1.0721,1.077,1.0709
08-12-16,42712,1.0615,1.0754,1.0873,1.0595
09-12-16,42713,1.0562,1.0618,1.0632,1.0531
12-12-16,42716,1.0635,1.0551,1.0652,1.0523
13-12-16,42717,1.0627,1.0635,1.0668,1.0603
14-12-16,42718,1.0536,1.0627,1.0671,1.0495
15-12-16,42719,1.0414,1.0536,1.0544,1.0366
16-12-16,42720,1.0451,1.0419,1.0477,1.0402
19-12-16,42723,1.0402,1.0442,1.0479,1.0391
20-12-16,42724,1.0387,1.0405,1.0419,1.0352
21-12-16,42725,1.0425,1.039,1.0453,1.0381
22-12-16,42726,1.0437,1.0423,1.0501,1.0421
23-12-16,42727,1.0456,1.0437,1.047,1.0427
26-12-16,42730,1.0456,1.0454,1.0473,1.0439
27-12-16,42731,1.0457,1.0453,1.0465,1.0431
28-12-16,42732,1.0412,1.0458,1.0483,1.0373
29-12-16,42733,1.0492,1.0417,1.0494,1.0406
30-12-16,42734,1.0516,1.0492,1.0654,1.0482
02-01-17,42737,1.0459,1.0532,1.0534,1.0449
03-01-17,42738,1.0406,1.0455,1.0492,1.0341
04-01-17,42739,1.0488,1.0405,1.0501,1.0389
05-01-17,42740,1.0607,1.0493,1.0619,1.0482
06-01-17,42741,1.0533,1.0606,1.0624,1.0523
09-01-17,42744,1.0574,1.0539,1.0584,1.051
10-01-17,42745,1.0554,1.0573,1.0628,1.0551
11-01-17,42746,1.0582,1.0556,1.0624,1.0454
12-01-17,42747,1.0613,1.0582,1.0687,1.0573
13-01-17,42748,1.0644,1.0612,1.0674,1.0598
16-01-17,42751,1.0603,1.0618,1.0638,1.058
17-01-17,42752,1.0714,1.0599,1.0719,1.0595
18-01-17,42753,1.0631,1.0713,1.0716,1.0624
19-01-17,42754,1.0664,1.0629,1.0677,1.0588
20-01-17,42755,1.0703,1.0667,1.0713,1.0627
23-01-17,42758,1.0765,1.0687,1.0773,1.0686
24-01-17,42759,1.0731,1.0763,1.0775,1.0718
25-01-17,42760,1.0748,1.0734,1.0773,1.0713
26-01-17,42761,1.0682,1.0746,1.0767,1.0657
27-01-17,42762,1.0699,1.0685,1.0729,1.0661
30-01-17,42765,1.0695,1.0692,1.0742,1.0619
31-01-17,42766,1.0798,1.0695,1.0814,1.0684
01-02-17,42767,1.0769,1.0798,1.081,1.0731
02-02-17,42768,1.0758,1.0767,1.0829,1.0753
03-02-17,42769,1.0784,1.0759,1.08,1.0714
06-02-17,42772,1.075,1.0781,1.0801,1.0703
07-02-17,42773,1.0681,1.075,1.0751,1.0654
08-02-17,42774,1.0698,1.0682,1.0715,1.0639
09-02-17,42775,1.0656,1.0699,1.0711,1.065
10-02-17,42776,1.0641,1.0658,1.067,1.0609
13-02-17,42779,1.0598,1.0634,1.0658,1.0592
14-02-17,42780,1.0577,1.0596,1.0634,1.0559
15-02-17,42781,1.0601,1.0577,1.0611,1.0523
16-02-17,42782,1.0674,1.06,1.0682,1.0588
17-02-17,42783,1.0614,1.0675,1.0679,1.0605
20-02-17,42786,1.0614,1.0618,1.0637,1.0606
21-02-17,42787,1.0537,1.0611,1.0618,1.0526
22-02-17,42788,1.0556,1.0534,1.0574,1.0493
23-02-17,42789,1.0581,1.0557,1.0597,1.0538
24-02-17,42790,1.0563,1.0583,1.062,1.0557
27-02-17,42793,1.0588,1.0562,1.0633,1.0552
28-02-17,42794,1.0577,1.0587,1.0632,1.057
01-03-17,42795,1.0548,1.0575,1.059,1.0514
02-03-17,42796,1.0507,1.0547,1.0552,1.0493
03-03-17,42797,1.0623,1.0508,1.0626,1.0502
06-03-17,42800,1.0581,1.0617,1.0643,1.0575
07-03-17,42801,1.0566,1.0583,1.0603,1.0557
08-03-17,42802,1.0541,1.0566,1.0576,1.0535
09-03-17,42803,1.0577,1.0541,1.0617,1.0525
10-03-17,42804,1.0672,1.0577,1.0702,1.0572
13-03-17,42807,1.0654,1.0672,1.0715,1.065
14-03-17,42808,1.0604,1.0655,1.0664,1.0599
15-03-17,42809,1.0735,1.0604,1.0742,1.0603
16-03-17,42810,1.0766,1.0734,1.0772,1.0706
17-03-17,42811,1.0738,1.0765,1.0784,1.0728
20-03-17,42814,1.0739,1.074,1.0779,1.0725
21-03-17,42815,1.0811,1.074,1.0822,1.072
22-03-17,42816,1.0797,1.081,1.0827,1.0776
23-03-17,42817,1.0783,1.0797,1.0807,1.0769
24-03-17,42818,1.0799,1.0784,1.082,1.0761
27-03-17,42821,1.0865,1.0797,1.0905,1.0795
28-03-17,42822,1.0813,1.0864,1.0873,1.0797
29-03-17,42823,1.0767,1.0811,1.0827,1.0739
30-03-17,42824,1.0675,1.0765,1.0772,1.0671
31-03-17,42825,1.0652,1.0675,1.0705,1.0652
03-04-17,42828,1.0671,1.066,1.0683,1.0643
04-04-17,42829,1.0674,1.0669,1.0678,1.0635
05-04-17,42830,1.0663,1.0672,1.069,1.0633
06-04-17,42831,1.0644,1.0663,1.0687,1.063
07-04-17,42832,1.059,1.0644,1.0668,1.058
10-04-17,42835,1.0596,1.0593,1.0609,1.0571
11-04-17,42836,1.0602,1.0595,1.0631,1.0577
12-04-17,42837,1.0666,1.0606,1.0677,1.0589
13-04-17,42838,1.0614,1.0664,1.0679,1.0609
14-04-17,42839,1.0612,1.0615,1.0633,1.0607
17-04-17,42842,1.0643,1.0615,1.0674,1.0603
18-04-17,42843,1.0734,1.0643,1.0737,1.0636
19-04-17,42844,1.0711,1.073,1.0738,1.07
20-04-17,42845,1.0717,1.0711,1.078,1.0709
21-04-17,42846,1.0728,1.0719,1.0739,1.0682
24-04-17,42849,1.0868,1.089,1.0936,1.0819
25-04-17,42850,1.0926,1.0868,1.0951,1.0851
26-04-17,42851,1.0903,1.0924,1.0951,1.0856
27-04-17,42852,1.0873,1.0903,1.0933,1.0851
28-04-17,42853,1.0897,1.0877,1.0949,1.0857
01-05-17,42856,1.0899,1.0906,1.0924,1.0883
02-05-17,42857,1.093,1.0901,1.0936,1.0889
03-05-17,42858,1.0885,1.093,1.0939,1.0883
04-05-17,42859,1.0984,1.0884,1.0987,1.0874
05-05-17,42860,1.0998,1.0991,1.1002,1.0951
08-05-17,42863,1.0924,1.0998,1.1024,1.0917
09-05-17,42864,1.0874,1.0923,1.0935,1.0862
10-05-17,42865,1.0868,1.0874,1.09,1.0853
11-05-17,42866,1.0861,1.0869,1.0894,1.0838
12-05-17,42867,1.0931,1.0863,1.0937,1.0857
15-05-17,42870,1.0975,1.0926,1.0991,1.0922
16-05-17,42871,1.1082,1.0976,1.1098,1.0972
17-05-17,42872,1.1159,1.1083,1.1163,1.1079
18-05-17,42873,1.1103,1.116,1.1173,1.1075
19-05-17,42874,1.1207,1.1103,1.1214,1.1097
22-05-17,42877,1.1238,1.1202,1.1265,1.1162
23-05-17,42878,1.1183,1.1237,1.1268,1.1174
24-05-17,42879,1.1219,1.1184,1.1222,1.1169
25-05-17,42880,1.1211,1.1219,1.1252,1.1194
26-05-17,42881,1.1183,1.1211,1.1235,1.1159
29-05-17,42884,1.1165,1.1179,1.1192,1.116
30-05-17,42885,1.1185,1.1165,1.1207,1.1111
31-05-17,42886,1.1243,1.1186,1.1255,1.1165
01-06-17,42887,1.1213,1.1242,1.1258,1.1203
02-06-17,42888,1.1282,1.1213,1.1287,1.1205
05-06-17,42891,1.1255,1.128,1.1285,1.1236
06-06-17,42892,1.1278,1.1254,1.1285,1.124
07-06-17,42893,1.1257,1.1277,1.1284,1.1205
08-06-17,42894,1.1214,1.1257,1.127,1.1195
09-06-17,42895,1.1196,1.1217,1.124,1.1168
12-06-17,42898,1.1203,1.1196,1.1235,1.1193
13-06-17,42899,1.1216,1.1203,1.1225,1.1184
14-06-17,42900,1.1218,1.121,1.1296,1.1191
15-06-17,42901,1.1145,1.1219,1.1231,1.1132
16-06-17,42902,1.1198,1.1142,1.1201,1.1138
19-06-17,42905,1.1148,1.1199,1.1214,1.1141
20-06-17,42906,1.1135,1.1147,1.1165,1.1118
21-06-17,42907,1.1168,1.1133,1.1171,1.1128
22-06-17,42908,1.1153,1.1167,1.1179,1.114
23-06-17,42909,1.1194,1.1152,1.1211,1.1145
26-06-17,42912,1.1182,1.1202,1.1222,1.1173
27-06-17,42913,1.1339,1.1183,1.1351,1.1178
28-06-17,42914,1.1378,1.1339,1.1392,1.1292
29-06-17,42915,1.1441,1.1376,1.1446,1.1373
30-06-17,42916,1.1426,1.1442,1.1448,1.1393
03-07-17,42919,1.1364,1.1422,1.1431,1.1357
04-07-17,42920,1.1345,1.1366,1.138,1.1339
05-07-17,42921,1.1353,1.1345,1.1369,1.1312
06-07-17,42922,1.1423,1.1351,1.1425,1.1329
07-07-17,42923,1.1401,1.1423,1.144,1.1379
10-07-17,42926,1.14,1.1391,1.1418,1.1381
11-07-17,42927,1.1467,1.14,1.1482,1.1383
12-07-17,42928,1.1412,1.1467,1.1491,1.1392
13-07-17,42929,1.1399,1.1413,1.1459,1.1373
14-07-17,42930,1.1469,1.14,1.1473,1.1392
17-07-17,42933,1.1479,1.1462,1.1487,1.1434
18-07-17,42934,1.1555,1.148,1.1585,1.1473
19-07-17,42935,1.1516,1.1554,1.1559,1.1509
20-07-17,42936,1.1631,1.1513,1.1657,1.1479
21-07-17,42937,1.1663,1.1634,1.1684,1.162
24-07-17,42940,1.1642,1.1662,1.1688,1.1628
25-07-17,42941,1.1652,1.164,1.1712,1.163
26-07-17,42942,1.1734,1.1648,1.1741,1.1613
27-07-17,42943,1.1677,1.1734,1.1777,1.1649
28-07-17,42944,1.1752,1.1677,1.1765,1.1671
31-07-17,42947,1.1842,1.1737,1.1847,1.1723
01-08-17,42948,1.1802,1.1841,1.1845,1.1784
02-08-17,42949,1.1856,1.1802,1.1911,1.1794
03-08-17,42950,1.187,1.1856,1.1894,1.1831
04-08-17,42951,1.1772,1.1871,1.1893,1.1731
07-08-17,42954,1.1796,1.1768,1.1816,1.1767
08-08-17,42955,1.175,1.1794,1.1825,1.1714
09-08-17,42956,1.1759,1.1752,1.1765,1.1689
10-08-17,42957,1.1772,1.1759,1.1786,1.1704
11-08-17,42958,1.1821,1.1771,1.1846,1.1747
14-08-17,42961,1.178,1.1806,1.184,1.177
15-08-17,42962,1.1735,1.178,1.1794,1.1688
16-08-17,42963,1.177,1.1734,1.178,1.1682
17-08-17,42964,1.1724,1.1767,1.179,1.1662
18-08-17,42965,1.1762,1.1723,1.1775,1.1707
21-08-17,42968,1.1816,1.175,1.183,1.1731
22-08-17,42969,1.1762,1.1815,1.1826,1.1745
23-08-17,42970,1.1807,1.1763,1.1825,1.1741
24-08-17,42971,1.1799,1.1807,1.1821,1.1784
25-08-17,42972,1.1926,1.1799,1.1942,1.1773
28-08-17,42975,1.1979,1.1926,1.1985,1.1917
29-08-17,42976,1.1972,1.1978,1.2069,1.1945
30-08-17,42977,1.1883,1.1974,1.1986,1.1881
31-08-17,42978,1.191,1.1884,1.1914,1.1823
01-09-17,42979,1.1859,1.1911,1.1981,1.185
04-09-17,42982,1.1896,1.1858,1.1923,1.1853
05-09-17,42983,1.1914,1.1896,1.1941,1.1868
06-09-17,42984,1.1917,1.1914,1.1951,1.1903
07-09-17,42985,1.2023,1.1917,1.2061,1.1914
08-09-17,42986,1.2035,1.2024,1.2094,1.2016
11-09-17,42989,1.1953,1.2041,1.2041,1.1948
12-09-17,42990,1.1967,1.1953,1.198,1.1926
13-09-17,42991,1.1886,1.1967,1.1995,1.1872
14-09-17,42992,1.1919,1.1884,1.1922,1.1837
15-09-17,42993,1.1943,1.1919,1.1988,1.1901
18-09-17,42996,1.1954,1.1949,1.1971,1.1915
19-09-17,42997,1.1994,1.1955,1.2008,1.195
20-09-17,42998,1.1893,1.1994,1.2033,1.1862
21-09-17,42999,1.1941,1.1894,1.1955,1.1866
22-09-17,43000,1.1954,1.1942,1.2006,1.1937
25-09-17,43003,1.1848,1.1953,1.1962,1.1833
26-09-17,43004,1.1793,1.1848,1.1863,1.1758
27-09-17,43005,1.1744,1.1792,1.1797,1.1717
28-09-17,43006,1.1786,1.1746,1.1805,1.1721
29-09-17,43007,1.1814,1.1787,1.1834,1.1773
02-10-17,43010,1.1732,1.1818,1.1818,1.173
03-10-17,43011,1.1744,1.1733,1.1775,1.1696
04-10-17,43012,1.176,1.1743,1.1788,1.1733
05-10-17,43013,1.1711,1.1758,1.178,1.1698
06-10-17,43014,1.1734,1.171,1.1739,1.1668
09-10-17,43017,1.1741,1.1728,1.1758,1.1718
10-10-17,43018,1.1806,1.1739,1.1825,1.1738
11-10-17,43019,1.1859,1.1808,1.1871,1.1795
12-10-17,43020,1.183,1.1862,1.1882,1.1826
13-10-17,43021,1.1823,1.1829,1.1875,1.1804
16-10-17,43024,1.1797,1.1825,1.1826,1.1781
17-10-17,43025,1.1766,1.1797,1.1801,1.1735
18-10-17,43026,1.1787,1.1764,1.1805,1.1729
19-10-17,43027,1.1852,1.1788,1.186,1.1768
20-10-17,43028,1.1785,1.1853,1.1859,1.1763
23-10-17,43031,1.1749,1.1773,1.1779,1.1725
24-10-17,43032,1.1761,1.1749,1.1794,1.1743
25-10-17,43033,1.1813,1.176,1.1819,1.1752
26-10-17,43034,1.165,1.1811,1.1837,1.164
27-10-17,43035,1.161,1.165,1.1659,1.1575
30-10-17,43038,1.1651,1.1603,1.166,1.1594
31-10-17,43039,1.1646,1.1651,1.1663,1.1625
01-11-17,43040,1.1619,1.1646,1.1659,1.1607
02-11-17,43041,1.1658,1.1619,1.1689,1.1613
03-11-17,43042,1.1609,1.166,1.1692,1.1599
06-11-17,43045,1.161,1.1609,1.1625,1.1579
07-11-17,43046,1.1586,1.1609,1.1618,1.1554
08-11-17,43047,1.1595,1.1586,1.1612,1.1579
09-11-17,43048,1.1642,1.1596,1.1657,1.1586
10-11-17,43049,1.1665,1.1642,1.168,1.1623
13-11-17,43052,1.1667,1.1666,1.1677,1.1638
14-11-17,43053,1.1798,1.1667,1.1807,1.166
15-11-17,43054,1.1792,1.1797,1.1861,1.1784
16-11-17,43055,1.177,1.1792,1.1802,1.1756
17-11-17,43056,1.1795,1.1771,1.1823,1.1766
20-11-17,43059,1.1732,1.1789,1.1808,1.1721
21-11-17,43060,1.1738,1.1732,1.1759,1.1713
22-11-17,43061,1.1822,1.1738,1.1829,1.1733
23-11-17,43062,1.1851,1.1822,1.1857,1.1812
24-11-17,43063,1.193,1.185,1.1945,1.1836
27-11-17,43066,1.1898,1.1933,1.1962,1.1896
28-11-17,43067,1.1841,1.1898,1.1921,1.1827
29-11-17,43068,1.1847,1.1841,1.1884,1.1817
30-11-17,43069,1.1904,1.1847,1.1933,1.1809
01-12-17,43070,1.1891,1.1904,1.1942,1.1851
04-12-17,43073,1.1866,1.1882,1.189,1.183
05-12-17,43074,1.1826,1.1866,1.1879,1.1801
06-12-17,43075,1.1796,1.1825,1.1849,1.178
07-12-17,43076,1.1773,1.1796,1.1816,1.1772
08-12-17,43077,1.1764,1.1771,1.1778,1.1728
11-12-17,43080,1.1768,1.1767,1.1812,1.1762
12-12-17,43081,1.1742,1.177,1.1794,1.1718
13-12-17,43082,1.1826,1.1743,1.1832,1.1729
14-12-17,43083,1.1778,1.1826,1.1863,1.177
15-12-17,43084,1.1754,1.1778,1.1814,1.1751
18-12-17,43087,1.1782,1.1753,1.1834,1.1737
19-12-17,43088,1.184,1.1782,1.1851,1.1777
20-12-17,43089,1.1871,1.184,1.1903,1.1829
21-12-17,43090,1.1873,1.1871,1.1889,1.1848
22-12-17,43091,1.1859,1.1874,1.1878,1.1817
25-12-17,43094,1.1869,1.185,1.1882,1.1842
26-12-17,43095,1.1859,1.1867,1.1879,1.1845
27-12-17,43096,1.1888,1.1859,1.1912,1.1855
28-12-17,43097,1.1943,1.1888,1.1961,1.1888
29-12-17,43098,1.1998,1.1943,1.203,1.1937
01-01-18,43101,1.201,1.2003,1.2014,1.1995
02-01-18,43102,1.2059,1.2013,1.2084,1.2003
03-01-18,43103,1.2014,1.2058,1.207,1.2001
04-01-18,43104,1.2068,1.2015,1.209,1.2004
05-01-18,43105,1.203,1.2068,1.2085,1.2021
08-01-18,43108,1.1967,1.2029,1.2054,1.1956
09-01-18,43109,1.1937,1.1967,1.1977,1.1916
10-01-18,43110,1.1947,1.1938,1.2019,1.1923
11-01-18,43111,1.2032,1.1946,1.206,1.1928
12-01-18,43112,1.2187,1.2033,1.219,1.2031
15-01-18,43115,1.2263,1.2198,1.2298,1.2188
16-01-18,43116,1.2261,1.2265,1.2284,1.2194
17-01-18,43117,1.2186,1.226,1.2324,1.2176
18-01-18,43118,1.2239,1.2186,1.2267,1.2165
19-01-18,43119,1.2222,1.2236,1.2296,1.2219
22-01-18,43122,1.2262,1.2268,1.2276,1.2214
23-01-18,43123,1.2299,1.2263,1.2308,1.2223
24-01-18,43124,1.2408,1.2299,1.2417,1.2293
25-01-18,43125,1.2396,1.2408,1.2537,1.2364
26-01-18,43126,1.2421,1.2395,1.2495,1.2371
29-01-18,43129,1.2383,1.2427,1.2436,1.2336
30-01-18,43130,1.2402,1.2383,1.2455,1.2335
31-01-18,43131,1.2421,1.2401,1.2476,1.2386
01-02-18,43132,1.251,1.2414,1.2524,1.2386
02-02-18,43133,1.2462,1.2508,1.2519,1.2409
05-02-18,43136,1.2368,1.2455,1.2475,1.2362
06-02-18,43137,1.2377,1.2367,1.2434,1.2314
07-02-18,43138,1.2264,1.2378,1.2407,1.2247
08-02-18,43139,1.2247,1.2264,1.2297,1.2212
09-02-18,43140,1.2235,1.2245,1.2289,1.2206
12-02-18,43143,1.2292,1.2253,1.2298,1.2234
13-02-18,43144,1.2352,1.2293,1.2373,1.2285
14-02-18,43145,1.245,1.2352,1.2467,1.2276
15-02-18,43146,1.2506,1.2449,1.2511,1.2447
16-02-18,43147,1.2406,1.2506,1.2557,1.2394
19-02-18,43150,1.2408,1.2409,1.2435,1.2368
20-02-18,43151,1.2338,1.2409,1.2414,1.232
21-02-18,43152,1.2284,1.2338,1.2361,1.2281
22-02-18,43153,1.2331,1.2283,1.2354,1.226
23-02-18,43154,1.2293,1.2329,1.2337,1.2279
26-02-18,43157,1.2318,1.2299,1.2356,1.2278
27-02-18,43158,1.2232,1.2317,1.2348,1.2221
28-02-18,43159,1.2194,1.2232,1.2243,1.2188
01-03-18,43160,1.2268,1.2193,1.2272,1.2153
02-03-18,43161,1.2317,1.2266,1.2336,1.225
05-03-18,43164,1.2336,1.2323,1.2366,1.2268
06-03-18,43165,1.2404,1.2336,1.2422,1.2328
07-03-18,43166,1.2413,1.2404,1.2445,1.2385
08-03-18,43167,1.2312,1.2411,1.2448,1.2298
09-03-18,43168,1.2307,1.2312,1.2336,1.2273
12-03-18,43171,1.2334,1.2311,1.2347,1.2291
13-03-18,43172,1.239,1.2334,1.2408,1.2314
14-03-18,43173,1.2367,1.239,1.2414,1.2347
