Date,DateValue,Price,Open,High,Low
29-02-12,40968,1.3326,1.3466,1.3487,1.3315
01-03-12,40969,1.3312,1.3327,1.3357,1.3281
02-03-12,40970,1.3203,1.3314,1.3335,1.3188
05-03-12,40973,1.3218,1.319,1.3241,1.3159
06-03-12,40974,1.3115,1.322,1.3227,1.3102
07-03-12,40975,1.315,1.3116,1.3165,1.3096
08-03-12,40976,1.3271,1.3147,1.3292,1.3134
09-03-12,40977,1.3114,1.3281,1.3283,1.3096
12-03-12,40980,1.3155,1.3112,1.316,1.3079
13-03-12,40981,1.3084,1.315,1.3193,1.3052
14-03-12,40982,1.3029,1.3078,1.3092,1.301
15-03-12,40983,1.3083,1.303,1.312,1.3003
16-03-12,40984,1.3175,1.3083,1.3189,1.3048
19-03-12,40987,1.3241,1.318,1.3266,1.3142
20-03-12,40988,1.3225,1.3239,1.3253,1.3172
21-03-12,40989,1.3212,1.3224,1.3285,1.3178
22-03-12,40990,1.3198,1.321,1.3256,1.3135
23-03-12,40991,1.3273,1.3198,1.3295,1.319
26-03-12,40994,1.3358,1.3272,1.3368,1.3191
27-03-12,40995,1.3318,1.3354,1.3386,1.3311
28-03-12,40996,1.3317,1.3318,1.3376,1.3277
29-03-12,40997,1.3302,1.3316,1.3346,1.3251
30-03-12,40998,1.3344,1.3299,1.3377,1.3296
02-04-12,41001,1.3323,1.3359,1.3382,1.3277
03-04-12,41002,1.3234,1.332,1.3368,1.3213
04-04-12,41003,1.3142,1.3232,1.3238,1.3106
05-04-12,41004,1.3064,1.314,1.3165,1.3034
06-04-12,41005,1.3096,1.3064,1.3114,1.3052
09-04-12,41008,1.3102,1.3102,1.3135,1.3034
10-04-12,41009,1.3081,1.3107,1.3145,1.3053
11-04-12,41010,1.311,1.3082,1.3157,1.3065
12-04-12,41011,1.3186,1.3108,1.3213,1.31
13-04-12,41012,1.3077,1.3186,1.3203,1.307
16-04-12,41015,1.3139,1.3066,1.3148,1.2994
17-04-12,41016,1.3125,1.3136,1.3174,1.309
18-04-12,41017,1.3121,1.3127,1.3142,1.3058
19-04-12,41018,1.3136,1.3122,1.3166,1.307
20-04-12,41019,1.3224,1.3137,1.3228,1.3129
23-04-12,41022,1.3155,1.3192,1.3211,1.3104
24-04-12,41023,1.3194,1.3157,1.3218,1.3144
25-04-12,41024,1.3223,1.3195,1.3236,1.3174
26-04-12,41025,1.3209,1.3222,1.3264,1.3199
27-04-12,41026,1.3255,1.3191,1.3273,1.3157
30-04-12,41029,1.3241,1.3239,1.3266,1.3207
01-05-12,41030,1.3239,1.3243,1.3285,1.3205
02-05-12,41031,1.3157,1.3239,1.3244,1.3124
03-05-12,41032,1.3152,1.3154,1.3182,1.3099
04-05-12,41033,1.3083,1.3152,1.318,1.3079
07-05-12,41036,1.3054,1.303,1.3067,1.2957
08-05-12,41037,1.3003,1.3058,1.3066,1.2982
09-05-12,41038,1.2933,1.2999,1.3005,1.291
10-05-12,41039,1.2936,1.2931,1.298,1.2923
11-05-12,41040,1.2917,1.2933,1.2959,1.2905
14-05-12,41043,1.2826,1.2882,1.2905,1.282
15-05-12,41044,1.2731,1.2824,1.287,1.2721
16-05-12,41045,1.2716,1.2732,1.276,1.268
17-05-12,41046,1.2694,1.2716,1.275,1.2666
18-05-12,41047,1.2783,1.2685,1.2795,1.2641
21-05-12,41050,1.2814,1.2784,1.2827,1.2726
22-05-12,41051,1.2684,1.2814,1.2819,1.2658
23-05-12,41052,1.2586,1.2687,1.2689,1.2546
24-05-12,41053,1.2536,1.259,1.262,1.2515
25-05-12,41054,1.2517,1.2541,1.2604,1.2497
28-05-12,41057,1.2542,1.2567,1.2626,1.2525
29-05-12,41058,1.2498,1.2542,1.2576,1.2463
30-05-12,41059,1.237,1.2485,1.2494,1.2361
31-05-12,41060,1.2359,1.2367,1.243,1.2338
01-06-12,41061,1.2435,1.2361,1.2458,1.2288
04-06-12,41064,1.2498,1.2433,1.2511,1.2386
05-06-12,41065,1.2454,1.2494,1.2543,1.241
06-06-12,41066,1.2572,1.2452,1.2586,1.2439
07-06-12,41067,1.2562,1.2579,1.2627,1.254
08-06-12,41068,1.2517,1.2563,1.2576,1.2435
11-06-12,41071,1.2475,1.2658,1.2668,1.2471
12-06-12,41072,1.2513,1.2466,1.253,1.2441
13-06-12,41073,1.2556,1.2506,1.2611,1.2473
14-06-12,41074,1.2631,1.2565,1.2638,1.2542
15-06-12,41075,1.2638,1.2628,1.2666,1.2592
18-06-12,41078,1.2576,1.2721,1.2748,1.2557
19-06-12,41079,1.2688,1.2575,1.2731,1.2568
20-06-12,41080,1.2704,1.2687,1.2744,1.2637
21-06-12,41081,1.2544,1.2706,1.2706,1.2531
22-06-12,41082,1.257,1.2548,1.2585,1.252
25-06-12,41085,1.2505,1.2553,1.2559,1.2471
26-06-12,41086,1.249,1.2502,1.2531,1.2442
27-06-12,41087,1.247,1.2492,1.2511,1.2445
28-06-12,41088,1.244,1.2471,1.2526,1.2407
29-06-12,41089,1.266,1.2441,1.2694,1.2434
02-07-12,41092,1.2586,1.2671,1.2673,1.2567
03-07-12,41093,1.2607,1.2584,1.263,1.2559
04-07-12,41094,1.2523,1.2605,1.2607,1.2507
05-07-12,41095,1.2393,1.2527,1.2539,1.2363
06-07-12,41096,1.2288,1.2392,1.2403,1.226
09-07-12,41099,1.2319,1.2271,1.2325,1.2256
10-07-12,41100,1.2252,1.2317,1.2336,1.2235
11-07-12,41101,1.2239,1.2252,1.2298,1.2213
12-07-12,41102,1.2198,1.2239,1.225,1.2167
13-07-12,41103,1.2252,1.2197,1.2258,1.2161
16-07-12,41106,1.2273,1.2255,1.2291,1.2174
17-07-12,41107,1.2294,1.2273,1.2317,1.2188
18-07-12,41108,1.2284,1.2296,1.2307,1.2216
19-07-12,41109,1.228,1.2284,1.2322,1.2228
20-07-12,41110,1.2157,1.2279,1.2283,1.2144
23-07-12,41113,1.2115,1.2119,1.2146,1.2069
24-07-12,41114,1.206,1.2116,1.2138,1.2041
25-07-12,41115,1.2159,1.206,1.2172,1.2052
26-07-12,41116,1.2283,1.2159,1.233,1.2117
27-07-12,41117,1.2319,1.2283,1.239,1.2241
30-07-12,41120,1.226,1.234,1.234,1.2224
31-07-12,41121,1.2304,1.2262,1.233,1.2247
01-08-12,41122,1.2226,1.2304,1.2338,1.2218
02-08-12,41123,1.218,1.2224,1.2405,1.2132
03-08-12,41124,1.2387,1.218,1.2394,1.2166
06-08-12,41127,1.2401,1.2379,1.2444,1.2341
07-08-12,41128,1.2401,1.2401,1.2442,1.2375
08-08-12,41129,1.2365,1.2401,1.2403,1.2327
09-08-12,41130,1.2306,1.2367,1.2388,1.2266
10-08-12,41131,1.229,1.2306,1.2317,1.2239
13-08-12,41134,1.2332,1.228,1.2374,1.226
14-08-12,41135,1.2322,1.2332,1.2386,1.2316
15-08-12,41136,1.2289,1.2322,1.2344,1.2263
16-08-12,41137,1.2355,1.2292,1.2374,1.2256
17-08-12,41138,1.2334,1.2355,1.2382,1.2288
20-08-12,41141,1.2344,1.2344,1.2369,1.2294
21-08-12,41142,1.2472,1.2347,1.249,1.2342
22-08-12,41143,1.2528,1.2473,1.254,1.2431
23-08-12,41144,1.2564,1.2528,1.2591,1.2524
24-08-12,41145,1.2513,1.2563,1.2569,1.2483
27-08-12,41148,1.25,1.2511,1.2536,1.2489
28-08-12,41149,1.2565,1.2498,1.2576,1.2464
29-08-12,41150,1.2529,1.2565,1.2574,1.2517
30-08-12,41151,1.2506,1.2531,1.2565,1.2488
31-08-12,41152,1.2577,1.2506,1.2638,1.2493
03-09-12,41155,1.2594,1.2567,1.2611,1.2556
04-09-12,41156,1.2567,1.2593,1.263,1.2557
05-09-12,41157,1.2601,1.2567,1.2626,1.2502
06-09-12,41158,1.2631,1.2603,1.2652,1.2562
07-09-12,41159,1.2816,1.2631,1.2818,1.2626
10-09-12,41162,1.2759,1.2807,1.2813,1.2755
11-09-12,41163,1.2855,1.2757,1.2872,1.2754
12-09-12,41164,1.29,1.2855,1.2937,1.2816
13-09-12,41165,1.2989,1.29,1.3002,1.2857
14-09-12,41166,1.3127,1.299,1.3171,1.298
17-09-12,41169,1.3117,1.3127,1.317,1.3083
18-09-12,41170,1.3048,1.3118,1.3122,1.3028
19-09-12,41171,1.3048,1.3046,1.3086,1.2992
20-09-12,41172,1.2969,1.3049,1.306,1.292
21-09-12,41173,1.298,1.2969,1.3047,1.2954
24-09-12,41176,1.2931,1.2981,1.299,1.289
25-09-12,41177,1.29,1.2933,1.2973,1.2887
26-09-12,41178,1.2872,1.2899,1.2913,1.2835
27-09-12,41179,1.2914,1.2871,1.2929,1.2828
28-09-12,41180,1.2858,1.2912,1.2959,1.2837
01-10-12,41183,1.2889,1.2859,1.294,1.2803
02-10-12,41184,1.292,1.2888,1.2969,1.288
03-10-12,41185,1.2906,1.2919,1.2938,1.2877
04-10-12,41186,1.3018,1.2905,1.3032,1.2901
05-10-12,41187,1.3034,1.3018,1.3072,1.2993
08-10-12,41190,1.297,1.303,1.3036,1.2936
09-10-12,41191,1.2885,1.297,1.2991,1.2858
10-10-12,41192,1.2875,1.2885,1.2914,1.2835
11-10-12,41193,1.2927,1.2875,1.2954,1.2826
12-10-12,41194,1.295,1.2927,1.2992,1.2921
15-10-12,41197,1.295,1.2957,1.298,1.2891
16-10-12,41198,1.3054,1.295,1.3062,1.2943
17-10-12,41199,1.3119,1.3054,1.3141,1.3053
18-10-12,41200,1.3066,1.3119,1.3129,1.3055
19-10-12,41201,1.3022,1.3065,1.3078,1.3012
22-10-12,41204,1.306,1.3013,1.3085,1.3011
23-10-12,41205,1.2986,1.306,1.3077,1.2952
24-10-12,41206,1.2974,1.2986,1.2999,1.2921
25-10-12,41207,1.2934,1.2973,1.3024,1.2926
26-10-12,41208,1.2942,1.2934,1.2959,1.2883
29-10-12,41211,1.2904,1.2948,1.2967,1.2885
30-10-12,41212,1.2959,1.2904,1.2986,1.2887
31-10-12,41213,1.296,1.2961,1.3023,1.2946
01-11-12,41214,1.2942,1.2959,1.2982,1.2923
02-11-12,41215,1.2837,1.2942,1.2952,1.282
05-11-12,41218,1.2797,1.2812,1.2843,1.2767
06-11-12,41219,1.2814,1.2795,1.2828,1.2763
07-11-12,41220,1.2771,1.2813,1.2877,1.2735
08-11-12,41221,1.2747,1.2771,1.2782,1.2718
09-11-12,41222,1.2709,1.2747,1.279,1.2689
12-11-12,41225,1.271,1.2712,1.2742,1.2698
13-11-12,41226,1.2704,1.2709,1.2728,1.2662
14-11-12,41227,1.2736,1.2706,1.2778,1.27
15-11-12,41228,1.278,1.2736,1.2803,1.2717
16-11-12,41229,1.2744,1.278,1.2788,1.2689
19-11-12,41232,1.2813,1.2739,1.2822,1.2731
20-11-12,41233,1.2818,1.2813,1.283,1.2765
21-11-12,41234,1.2829,1.2817,1.2833,1.2734
22-11-12,41235,1.2883,1.2828,1.2902,1.2826
23-11-12,41236,1.2976,1.2883,1.2992,1.2868
26-11-12,41239,1.2973,1.2972,1.2985,1.2943
